seed_idx,seed_alpha0_dec,seed_beta0_dec,seed_alpha0_hex,seed_beta0_hex,alpha0,beta0,alphaR,betaR,alpha0_hex,beta0_hex,alphaR_hex,betaR_hex,cw_total
911,40105,51451,0x9ca9,0xc8fb,,,,,,,,,inf
910,58099,8162,0xe2f3,0x1fe2,,,,,,,,,inf
909,59558,28769,0xe8a6,0x7061,,,,,,,,,inf
908,34520,50883,0x86d8,0xc6c3,,,,,,,,,inf
907,48325,3713,0xbcc5,0xe81,,,,,,,,,inf
906,35476,44508,0x8a94,0xaddc,,,,,,,,,inf
905,21670,30667,0x54a6,0x77cb,,,,,,,,,inf
904,52871,42188,0xce87,0xa4cc,,,,,,,,,inf
903,735,63794,0x2df,0xf932,,,,,,,,,inf
902,16967,2699,0x4247,0xa8b,,,,,,,,,inf
901,22675,41454,0x5893,0xa1ee,,,,,,,,,inf
900,2817,19186,0xb01,0x4af2,,,,,,,,,inf
899,29157,8420,0x71e5,0x20e4,,,,,,,,,inf
898,26215,6346,0x6667,0x18ca,,,,,,,,,inf
897,52731,5031,0xcdfb,0x13a7,,,,,,,,,inf
896,39306,17336,0x998a,0x43b8,,,,,,,,,inf
927,7887,9692,0x1ecf,0x25dc,,,,,,,,,inf
926,61252,48284,0xef44,0xbc9c,,,,,,,,,inf
925,31411,56901,0x7ab3,0xde45,,,,,,,,,inf
924,1234,8090,0x4d2,0x1f9a,,,,,,,,,inf
923,21726,25905,0x54de,0x6531,,,,,,,,,inf
922,37396,32508,0x9214,0x7efc,,,,,,,,,inf
921,1705,3924,0x6a9,0xf54,,,,,,,,,inf
920,11098,26948,0x2b5a,0x6944,,,,,,,,,inf
919,26779,40445,0x689b,0x9dfd,,,,,,,,,inf
918,25102,63830,0x620e,0xf956,,,,,,,,,inf
917,26855,49868,0x68e7,0xc2cc,,,,,,,,,inf
916,59307,54052,0xe7ab,0xd324,,,,,,,,,inf
915,25086,61951,0x61fe,0xf1ff,,,,,,,,,inf
914,25437,22996,0x635d,0x59d4,,,,,,,,,inf
913,25842,39534,0x64f2,0x9a6e,,,,,,,,,inf
912,40006,61404,0x9c46,0xefdc,,,,,,,,,inf
943,34891,52916,0x884b,0xceb4,,,,,,,,,inf
942,50206,25259,0xc41e,0x62ab,,,,,,,,,inf
941,18986,21716,0x4a2a,0x54d4,,,,,,,,,inf
940,18459,7504,0x481b,0x1d50,,,,,,,,,inf
939,28340,63860,0x6eb4,0xf974,,,,,,,,,inf
938,50308,57990,0xc484,0xe286,,,,,,,,,inf
937,20311,47711,0x4f57,0xba5f,,,,,,,,,inf
936,59607,8048,0xe8d7,0x1f70,,,,,,,,,inf
935,43126,37581,0xa876,0x92cd,,,,,,,,,inf
934,8806,34026,0x2266,0x84ea,,,,,,,,,inf
933,7698,41505,0x1e12,0xa221,,,,,,,,,inf
932,25013,29079,0x61b5,0x7197,,,,,,,,,inf
931,1636,51430,0x664,0xc8e6,,,,,,,,,inf
930,26319,62171,0x66cf,0xf2db,,,,,,,,,inf
929,31444,60742,0x7ad4,0xed46,,,,,,,,,inf
928,62346,18409,0xf38a,0x47e9,,,,,,,,,inf
959,27955,19583,0x6d33,0x4c7f,,,,,,,,,inf
958,41622,14582,0xa296,0x38f6,,,,,,,,,inf
957,3378,35185,0xd32,0x8971,,,,,,,,,inf
956,10332,45783,0x285c,0xb2d7,,,,,,,,,inf
955,63232,34010,0xf700,0x84da,,,,,,,,,inf
954,26895,12515,0x690f,0x30e3,,,,,,,,,inf
953,19839,64185,0x4d7f,0xfab9,,,,,,,,,inf
952,41806,14899,0xa34e,0x3a33,,,,,,,,,inf
951,4536,40215,0x11b8,0x9d17,,,,,,,,,inf
950,24720,17637,0x6090,0x44e5,,,,,,,,,inf
949,38,20193,0x26,0x4ee1,,,,,,,,,inf
948,209,55530,0xd1,0xd8ea,,,,,,,,,inf
947,39056,36675,0x9890,0x8f43,,,,,,,,,inf
946,58977,32132,0xe661,0x7d84,,,,,,,,,inf
945,25516,3294,0x63ac,0xcde,,,,,,,,,inf
944,2842,15726,0xb1a,0x3d6e,,,,,,,,,inf
975,60193,12337,0xeb21,0x3031,,,,,,,,,inf
974,54166,50866,0xd396,0xc6b2,,,,,,,,,inf
973,25436,23882,0x635c,0x5d4a,,,,,,,,,inf
972,4116,13249,0x1014,0x33c1,,,,,,,,,inf
971,27229,4559,0x6a5d,0x11cf,,,,,,,,,inf
970,55530,35475,0xd8ea,0x8a93,,,,,,,,,inf
969,15992,27897,0x3e78,0x6cf9,,,,,,,,,inf
968,7326,40110,0x1c9e,0x9cae,,,,,,,,,inf
967,39268,18371,0x9964,0x47c3,,,,,,,,,inf
966,3425,63002,0xd61,0xf61a,,,,,,,,,inf
965,54935,13561,0xd697,0x34f9,,,,,,,,,inf
964,9495,55541,0x2517,0xd8f5,,,,,,,,,inf
963,60324,45747,0xeba4,0xb2b3,,,,,,,,,inf
962,37753,60770,0x9379,0xed62,,,,,,,,,inf
961,8932,62780,0x22e4,0xf53c,,,,,,,,,inf
960,46743,59828,0xb697,0xe9b4,,,,,,,,,inf
31,59123,295,0xe6f3,0x127,,,,,,,,,inf
30,44193,17015,0xaca1,0x4277,,,,,,,,,inf
29,21594,49602,0x545a,0xc1c2,,,,,,,,,inf
28,8529,26905,0x2151,0x6919,,,,,,,,,inf
27,62497,49453,0xf421,0xc12d,,,,,,,,,inf
26,41088,42170,0xa080,0xa4ba,,,,,,,,,inf
25,6812,63668,0x1a9c,0xf8b4,,,,,,,,,inf
24,1484,49644,0x5cc,0xc1ec,,,,,,,,,inf
23,14154,4517,0x374a,0x11a5,,,,,,,,,inf
22,23738,24344,0x5cba,0x5f18,,,,,,,,,inf
21,26353,56052,0x66f1,0xdaf4,,,,,,,,,inf
20,13239,27600,0x33b7,0x6bd0,,,,,,,,,inf
19,26510,52979,0x678e,0xcef3,,,,,,,,,inf
18,24460,12622,0x5f8c,0x314e,,,,,,,,,inf
17,37913,41639,0x9419,0xa2a7,,,,,,,,,inf
16,2235,8486,0x8bb,0x2126,,,,,,,,,inf
993,40683,38687,0x9eeb,0x971f,,,,,,,,,inf
994,42326,62550,0xa556,0xf456,,,,,,,,,inf
995,17356,33124,0x43cc,0x8164,,,,,,,,,inf
996,61022,61866,0xee5e,0xf1aa,,,,,,,,,inf
997,35711,21015,0x8b7f,0x5217,,,,,,,,,inf
998,32758,63315,0x7ff6,0xf753,,,,,,,,,inf
999,53527,61330,0xd117,0xef92,,,,,,,,,inf
0,1591,18376,0x637,0x47c8,,,,,,,,,inf
